ENSMUSG00000001420,71913
ENSMUSG00000001424,56463
ENSMUSG00000001435,12822
ENSMUSG00000001436,20509
ENSMUSG00000001440,16211
ENSMUSG00000001441,19155
ENSMUSG00000001444,57765
ENSMUSG00000001445,107732
ENSMUSG00000001467,13121
ENSMUSG00000001472,66855
ENSMUSG00000001473,67951
ENSMUSG00000001482,23854
ENSMUSG00000001493,17285
ENSMUSG00000001494,74499
ENSMUSG00000001496,21869
ENSMUSG00000001497,18511
ENSMUSG00000001504,16372
ENSMUSG00000001506,12842
ENSMUSG00000001507,16400
ENSMUSG00000001508,20391
ENSMUSG00000001510,13393
ENSMUSG00000001517,14235
ENSMUSG00000001518,101142
ENSMUSG00000001520,60345
ENSMUSG00000001521,22158
ENSMUSG00000001524,14885
ENSMUSG00000001525,22154
ENSMUSG00000001542,192657
ENSMUSG00000001552,16480
ENSMUSG00000001555,14230
ENSMUSG00000001558,66720
ENSMUSG00000001566,15285
ENSMUSG00000001569,433864
ENSMUSG00000001576,67458
ENSMUSG00000001583,83813
ENSMUSG00000001588,216859
ENSMUSG00000001604,21401
ENSMUSG00000001622,12994
ENSMUSG00000001627,15982
ENSMUSG00000001630,232533
ENSMUSG00000001632,78783
ENSMUSG00000001642,11677
ENSMUSG00000001655,15422
ENSMUSG00000001656,109663
ENSMUSG00000001657,15426
ENSMUSG00000001661,15425
ENSMUSG00000001663,14871
ENSMUSG00000001665,103140
ENSMUSG00000001666,13202
ENSMUSG00000001670,234724
ENSMUSG00000001672,73608
ENSMUSG00000001674,66942
ENSMUSG00000001687,24109
ENSMUSG00000001700,107022
ENSMUSG00000001707,66143
ENSMUSG00000001729,11651
ENSMUSG00000001739,60363
ENSMUSG00000001741,16170
ENSMUSG00000001750,27060
ENSMUSG00000001751,27419
ENSMUSG00000001755,71743
ENSMUSG00000001761,319757
ENSMUSG00000001763,232670
ENSMUSG00000001767,66877
ENSMUSG00000001768,74030
ENSMUSG00000001773,53320
ENSMUSG00000001774,66917
ENSMUSG00000001783,28088
ENSMUSG00000001785,103136
ENSMUSG00000001786,69754
ENSMUSG00000001794,12336
ENSMUSG00000001802,435965
ENSMUSG00000001804,16769
ENSMUSG00000001815,14029
ENSMUSG00000001819,15433
ENSMUSG00000001823,15432
ENSMUSG00000001827,14275
ENSMUSG00000001829,20480
ENSMUSG00000001833,235072
ENSMUSG00000001844,72881
ENSMUSG00000001847,19353
ENSMUSG00000001855,227720
ENSMUSG00000001864,108897
ENSMUSG00000001865,12873
ENSMUSG00000001870,268977
ENSMUSG00000001891,216558
ENSMUSG00000001901,192775
ENSMUSG00000001909,212528
ENSMUSG00000001910,66830
ENSMUSG00000001911,18032
ENSMUSG00000001918,20514
ENSMUSG00000001924,22201
ENSMUSG00000001930,22371
ENSMUSG00000001942,22619
ENSMUSG00000001943,57276
ENSMUSG00000001946,69524
ENSMUSG00000001948,20686
ENSMUSG00000001962,108160
ENSMUSG00000001964,13726
ENSMUSG00000001983,70207
ENSMUSG00000001985,14807
ENSMUSG00000001986,53623
ENSMUSG00000001988,18142
ENSMUSG00000001995,244668
ENSMUSG00000001998,108011
ENSMUSG00000001999,109778
ENSMUSG00000002006,245469
ENSMUSG00000002007,56504
ENSMUSG00000002010,15929
ENSMUSG00000002012,93843
ENSMUSG00000002014,20832
ENSMUSG00000002015,27061
ENSMUSG00000002017,72722
ENSMUSG00000002020,16997
ENSMUSG00000002028,214162
ENSMUSG00000002031,76568
ENSMUSG00000002032,71687
ENSMUSG00000002033,12502
ENSMUSG00000002043,67091
ENSMUSG00000002052,20926
ENSMUSG00000002055,54141
ENSMUSG00000002057,15218
ENSMUSG00000002058,22248
ENSMUSG00000002059,19376
ENSMUSG00000002064,20316
ENSMUSG00000002068,12447
ENSMUSG00000002076,74377
ENSMUSG00000002083,170770
ENSMUSG00000002100,17868
ENSMUSG00000002102,19182
ENSMUSG00000002103,11432
ENSMUSG00000002104,19400
ENSMUSG00000002105,68427
ENSMUSG00000002107,14007
ENSMUSG00000002108,22259
ENSMUSG00000002109,107986
ENSMUSG00000002111,20375
ENSMUSG00000002129,67465
ENSMUSG00000002147,20852
ENSMUSG00000002190,12745
ENSMUSG00000002204,16541
ENSMUSG00000002205,101568
ENSMUSG00000002210,71997
ENSMUSG00000002221,55982
ENSMUSG00000002222,68477
ENSMUSG00000002227,17454
ENSMUSG00000002228,71887
ENSMUSG00000002233,11853
ENSMUSG00000002240,73779
ENSMUSG00000002249,21678
ENSMUSG00000002250,19015
ENSMUSG00000002257,23853
ENSMUSG00000002265,18616
ENSMUSG00000002266,22776
ENSMUSG00000002274,70083
ENSMUSG00000002279,76483
ENSMUSG00000002280,67563
ENSMUSG00000002289,57875
ENSMUSG00000002297,27214
ENSMUSG00000002307,13163
ENSMUSG00000002308,54219
ENSMUSG00000002319,75751
ENSMUSG00000002320,74140
ENSMUSG00000002324,56739
ENSMUSG00000002325,16391
ENSMUSG00000002326,105446
ENSMUSG00000002329,67881
ENSMUSG00000002332,52585
ENSMUSG00000002341,13004
ENSMUSG00000002342,234371
ENSMUSG00000002343,76813
ENSMUSG00000002345,72368
ENSMUSG00000002346,73095
ENSMUSG00000002365,66616
ENSMUSG00000002372,71810
ENSMUSG00000002379,69875
ENSMUSG00000002384,12164
ENSMUSG00000002393,13864
ENSMUSG00000002395,67023
ENSMUSG00000002396,77090
ENSMUSG00000002409,13549
ENSMUSG00000002413,109880
ENSMUSG00000002416,68198
ENSMUSG00000002428,20585
ENSMUSG00000002455,68879
ENSMUSG00000002458,56470
ENSMUSG00000002459,58175
ENSMUSG00000002475,106861
ENSMUSG00000002477,20641
ENSMUSG00000002486,77832
ENSMUSG00000002489,21844
ENSMUSG00000002496,22084
ENSMUSG00000002500,66211
ENSMUSG00000002504,65962
ENSMUSG00000002524,67959
ENSMUSG00000002546,99412
ENSMUSG00000002550,22245
ENSMUSG00000002565,20259
ENSMUSG00000002578,22781
ENSMUSG00000002580,103742
ENSMUSG00000002588,18979
ENSMUSG00000002602,26362
ENSMUSG00000002603,21803
ENSMUSG00000002608,52132
ENSMUSG00000002617,22700
ENSMUSG00000002625,54194
ENSMUSG00000002633,20423
ENSMUSG00000002635,68079
ENSMUSG00000002658,98053
ENSMUSG00000002660,53895
ENSMUSG00000002661,66400
ENSMUSG00000002664,19197
ENSMUSG00000002668,70785
ENSMUSG00000002679,69792
ENSMUSG00000002688,18760
ENSMUSG00000002699,16822
ENSMUSG00000002718,110750
ENSMUSG00000002728,67877
ENSMUSG00000002731,23992
ENSMUSG00000002732,14231
ENSMUSG00000002733,83435
ENSMUSG00000002741,56418
ENSMUSG00000002748,22385
ENSMUSG00000002763,224824
ENSMUSG00000002767,27398
ENSMUSG00000002768,17256
ENSMUSG00000002769,14711
ENSMUSG00000002771,14814
ENSMUSG00000002778,68137
ENSMUSG00000002781,70209
ENSMUSG00000002797,110175
ENSMUSG00000002799,16450
ENSMUSG00000002803,399566
ENSMUSG00000002804,66174
ENSMUSG00000002808,105298
ENSMUSG00000002812,14248
ENSMUSG00000002814,21975
ENSMUSG00000002820,235040
ENSMUSG00000002825,60507
ENSMUSG00000002831,57435
ENSMUSG00000002833,15193
ENSMUSG00000002835,27221
ENSMUSG00000002844,11544
ENSMUSG00000002845,67846
ENSMUSG00000002846,76916
ENSMUSG00000002847,85031
ENSMUSG00000002870,17216
ENSMUSG00000002871,24100
ENSMUSG00000002881,17936
ENSMUSG00000002885,26364
ENSMUSG00000002897,16172
ENSMUSG00000002900,16777
ENSMUSG00000002908,84036
ENSMUSG00000002910,70807
ENSMUSG00000002930,19051
ENSMUSG00000002944,12491
ENSMUSG00000002948,26400
ENSMUSG00000002949,21856
ENSMUSG00000002957,11772
ENSMUSG00000002963,59047
ENSMUSG00000002968,75613
ENSMUSG00000002980,57278
ENSMUSG00000002981,56457
ENSMUSG00000002983,19698
ENSMUSG00000002984,53333
ENSMUSG00000002985,11816
ENSMUSG00000002992,11813
ENSMUSG00000002996,73389
ENSMUSG00000002997,19088
ENSMUSG00000003031,12576
ENSMUSG00000003032,16600
ENSMUSG00000003033,11767
ENSMUSG00000003037,17274
ENSMUSG00000003038,15331
ENSMUSG00000003039,67922
ENSMUSG00000003051,13710
ENSMUSG00000003053,13095
ENSMUSG00000003062,76205
ENSMUSG00000003068,20869
ENSMUSG00000003070,13637
ENSMUSG00000003072,66043
ENSMUSG00000003099,19060
ENSMUSG00000003119,69131
ENSMUSG00000003123,16890
ENSMUSG00000003131,18475
ENSMUSG00000003134,54610
ENSMUSG00000003135,52846
ENSMUSG00000003153,20527
ENSMUSG00000003154,60611
ENSMUSG00000003161,109552
ENSMUSG00000003166,13356
ENSMUSG00000003184,54131
ENSMUSG00000003190,75736
ENSMUSG00000003198,224893
ENSMUSG00000003199,68047
ENSMUSG00000003200,20405
ENSMUSG00000003206,50498
ENSMUSG00000003208,72886
ENSMUSG00000003226,19386
ENSMUSG00000003227,13608
ENSMUSG00000003228,14773
ENSMUSG00000003233,13544
ENSMUSG00000003234,27406
ENSMUSG00000003235,224045
ENSMUSG00000003269,19158
ENSMUSG00000003271,54200
ENSMUSG00000003273,12348
ENSMUSG00000003279,224997
ENSMUSG00000003282,56711
ENSMUSG00000003283,15162
ENSMUSG00000003299,66163
ENSMUSG00000003308,50868
ENSMUSG00000003309,11768
ENSMUSG00000003316,20340
ENSMUSG00000003341,67331
ENSMUSG00000003344,208198
ENSMUSG00000003345,103236
ENSMUSG00000003346,216169
ENSMUSG00000003348,208228
ENSMUSG00000003352,12297
ENSMUSG00000003354,105833
ENSMUSG00000003355,66120
ENSMUSG00000003360,74351
ENSMUSG00000003363,18807
ENSMUSG00000003378,14809
ENSMUSG00000003379,12518
ENSMUSG00000003380,14470
ENSMUSG00000003382,27049
ENSMUSG00000003402,19089
ENSMUSG00000003410,15571
ENSMUSG00000003411,69908
ENSMUSG00000003418,241230
ENSMUSG00000003420,14132
ENSMUSG00000003421,66394
ENSMUSG00000003423,68845
ENSMUSG00000003429,27207
ENSMUSG00000003435,20924
ENSMUSG00000003436,13389
ENSMUSG00000003437,54624
ENSMUSG00000003438,66525
ENSMUSG00000003444,67224
ENSMUSG00000003452,12121
ENSMUSG00000003458,59287
ENSMUSG00000003464,19298
ENSMUSG00000003469,105653
ENSMUSG00000003476,12922
ENSMUSG00000003477,21743
ENSMUSG00000003484,72054
ENSMUSG00000003500,23917
ENSMUSG00000003505,26438
ENSMUSG00000003518,72349
ENSMUSG00000003526,19125
ENSMUSG00000003527,27886
ENSMUSG00000003528,13358
ENSMUSG00000003531,13353
ENSMUSG00000003534,12305
ENSMUSG00000003541,15937
ENSMUSG00000003545,14282
ENSMUSG00000003546,74764
ENSMUSG00000003549,13870
ENSMUSG00000003555,13074
ENSMUSG00000003559,57344
ENSMUSG00000003573,26558
ENSMUSG00000003575,382056
ENSMUSG00000003581,71673
ENSMUSG00000003585,67815
ENSMUSG00000003604,74268
ENSMUSG00000003617,12870
ENSMUSG00000003623,74114
ENSMUSG00000003644,20111
ENSMUSG00000003657,12308
ENSMUSG00000003660,320632
ENSMUSG00000003662,26371
ENSMUSG00000003665,15116
ENSMUSG00000003680,225895
ENSMUSG00000003721,72999
ENSMUSG00000003731,16650
ENSMUSG00000003746,17155
ENSMUSG00000003752,233011
ENSMUSG00000003762,76889
ENSMUSG00000003778,78656
ENSMUSG00000003779,19348
ENSMUSG00000003808,66590
ENSMUSG00000003809,270076
ENSMUSG00000003810,17776
ENSMUSG00000003812,13423
ENSMUSG00000003813,19358
ENSMUSG00000003814,12317
ENSMUSG00000003824,71846
ENSMUSG00000003847,54446
ENSMUSG00000003848,67619
ENSMUSG00000003849,18104
ENSMUSG00000003863,76787
ENSMUSG00000003865,14936
ENSMUSG00000003868,20174
ENSMUSG00000003872,22342
ENSMUSG00000003873,12028
ENSMUSG00000003882,16197
ENSMUSG00000003923,21780
ENSMUSG00000003929,224694
ENSMUSG00000003934,13643
ENSMUSG00000003948,67468
ENSMUSG00000003949,217082
ENSMUSG00000003955,70186
ENSMUSG00000003970,26961
ENSMUSG00000003974,108069
ENSMUSG00000003992,66970
ENSMUSG00000004018,67030
ENSMUSG00000004031,240843
ENSMUSG00000004032,14866
ENSMUSG00000004035,68312
ENSMUSG00000004038,14864
ENSMUSG00000004040,20848
ENSMUSG00000004043,20850
ENSMUSG00000004044,19285
ENSMUSG00000004054,26403
ENSMUSG00000004056,11652
ENSMUSG00000004069,83945
ENSMUSG00000004070,15369
ENSMUSG00000004071,66626
ENSMUSG00000004085,65964
ENSMUSG00000004096,66070
ENSMUSG00000004098,53867
ENSMUSG00000004099,13433
ENSMUSG00000004100,235036
ENSMUSG00000004105,26360
ENSMUSG00000004110,12290
ENSMUSG00000004113,12287
ENSMUSG00000004127,108943
ENSMUSG00000004151,14009
ENSMUSG00000004187,16581
ENSMUSG00000004207,19156
ENSMUSG00000004221,16151
ENSMUSG00000004231,18504
ENSMUSG00000004233,70560
ENSMUSG00000004263,13498
ENSMUSG00000004264,12034
ENSMUSG00000004266,15170
ENSMUSG00000004267,13807
ENSMUSG00000004268,14791
ENSMUSG00000004270,14792
ENSMUSG00000004285,66144
ENSMUSG00000004296,16160
ENSMUSG00000004317,12728
ENSMUSG00000004319,12725
ENSMUSG00000004328,53417
ENSMUSG00000004341,75512
ENSMUSG00000004344,14780
ENSMUSG00000004347,18575
ENSMUSG00000004356,70683
ENSMUSG00000004359,20728
ENSMUSG00000004360,212448
ENSMUSG00000004364,26554
ENSMUSG00000004366,20604
ENSMUSG00000004371,16156
ENSMUSG00000004383,16795
ENSMUSG00000004393,52513
ENSMUSG00000004394,103694
ENSMUSG00000004415,140709
ENSMUSG00000004446,12122
ENSMUSG00000004451,64143
ENSMUSG00000004455,"19047,434233"
ENSMUSG00000004460,67838
ENSMUSG00000004462,70573
ENSMUSG00000004473,20256
ENSMUSG00000004500,243834
ENSMUSG00000004508,14389
ENSMUSG00000004530,23790
ENSMUSG00000004535,52440
ENSMUSG00000004540,26437
ENSMUSG00000004542,26439
ENSMUSG00000004552,13034
ENSMUSG00000004558,29811
ENSMUSG00000004561,52535
ENSMUSG00000004562,268739
ENSMUSG00000004565,50767
ENSMUSG00000004567,94178
ENSMUSG00000004568,102098
ENSMUSG00000004591,109333
ENSMUSG00000004609,12489
ENSMUSG00000004610,110826
ENSMUSG00000004612,72310
ENSMUSG00000004626,20911
ENSMUSG00000004630,18545
ENSMUSG00000004631,20392
ENSMUSG00000004633,69993
ENSMUSG00000004637,80707
ENSMUSG00000004642,20492
ENSMUSG00000004651,22173
ENSMUSG00000004654,14602
ENSMUSG00000004655,11826
ENSMUSG00000004661,56380
ENSMUSG00000004665,12798
ENSMUSG00000004667,66420
ENSMUSG00000004668,268379
ENSMUSG00000004677,17925
ENSMUSG00000004698,79221
ENSMUSG00000004707,17085
ENSMUSG00000004709,18106
ENSMUSG00000004730,13733
ENSMUSG00000004748,67900
ENSMUSG00000004768,19335
ENSMUSG00000004771,53869
ENSMUSG00000004788,217715
ENSMUSG00000004789,78920
ENSMUSG00000004791,18654
ENSMUSG00000004798,29869
ENSMUSG00000004814,56221
ENSMUSG00000004815,110524
ENSMUSG00000004821,67366
ENSMUSG00000004837,71520
ENSMUSG00000004842,18736
ENSMUSG00000004843,68942
ENSMUSG00000004846,26433
ENSMUSG00000004849,11769
ENSMUSG00000004864,26415
ENSMUSG00000004865,20815
ENSMUSG00000004872,18505
ENSMUSG00000004880,98386
ENSMUSG00000004885,12904
ENSMUSG00000004891,18008
ENSMUSG00000004892,12032
ENSMUSG00000004894,73940
ENSMUSG00000004895,94315
ENSMUSG00000004896,229503
ENSMUSG00000004897,15191
ENSMUSG00000004902,71803
ENSMUSG00000004929,50492
ENSMUSG00000004931,57267
ENSMUSG00000004933,17179
ENSMUSG00000004934,59004
ENSMUSG00000004936,26395
ENSMUSG00000004937,52551
ENSMUSG00000004939,69564
ENSMUSG00000004945,70544
ENSMUSG00000004947,74198
ENSMUSG00000004948,22788
ENSMUSG00000004951,15507
ENSMUSG00000004952,54153
ENSMUSG00000004961,53420
ENSMUSG00000004980,53379
ENSMUSG00000004988,108017
ENSMUSG00000004994,67736
ENSMUSG00000004996,67873
ENSMUSG00000005034,18749
ENSMUSG00000005043,27029
ENSMUSG00000005045,269610
ENSMUSG00000005054,13014
ENSMUSG00000005057,23921
ENSMUSG00000005069,19305
ENSMUSG00000005078,104771
ENSMUSG00000005087,12505
ENSMUSG00000005089,20511
ENSMUSG00000005102,27103
ENSMUSG00000005103,22388
ENSMUSG00000005107,117591
ENSMUSG00000005124,22402
ENSMUSG00000005125,17988
ENSMUSG00000005131,75311
ENSMUSG00000005142,17159
ENSMUSG00000005148,12224
ENSMUSG00000005150,67836
ENSMUSG00000005161,21672
ENSMUSG00000005198,20020
ENSMUSG00000005202,20415
ENSMUSG00000005204,80886
ENSMUSG00000005220,53419
ENSMUSG00000005225,231999
ENSMUSG00000005232,14378
ENSMUSG00000005233,66442
ENSMUSG00000005237,327954
ENSMUSG00000005251,72388
ENSMUSG00000005262,22230
ENSMUSG00000005267,170740
ENSMUSG00000005268,19116
ENSMUSG00000005299,56384
ENSMUSG00000005312,56085
ENSMUSG00000005320,14186
ENSMUSG00000005338,94332
ENSMUSG00000005339,14125
ENSMUSG00000005354,56551
ENSMUSG00000005355,12365
ENSMUSG00000005357,20513
ENSMUSG00000005360,20512
ENSMUSG00000005362,58799
ENSMUSG00000005364,16192
ENSMUSG00000005370,17688
ENSMUSG00000005371,225055
ENSMUSG00000005373,58805
ENSMUSG00000005374,27368
ENSMUSG00000005378,66138
ENSMUSG00000005397,18073
ENSMUSG00000005410,17218
ENSMUSG00000005413,15368
ENSMUSG00000005417,26936
ENSMUSG00000005442,71722
ENSMUSG00000005447,18476
ENSMUSG00000005465,50931
ENSMUSG00000005469,18747
ENSMUSG00000005470,66929
ENSMUSG00000005474,59310
ENSMUSG00000005481,68278
ENSMUSG00000005483,81489
ENSMUSG00000005493,55993
ENSMUSG00000005501,227334
ENSMUSG00000005503,14028
ENSMUSG00000005505,67136
ENSMUSG00000005506,13046
ENSMUSG00000005510,68349
ENSMUSG00000005514,18984
ENSMUSG00000005533,16001
ENSMUSG00000005534,16337
ENSMUSG00000005540,14128
ENSMUSG00000005547,13087
ENSMUSG00000005553,11944
ENSMUSG00000005566,21849
ENSMUSG00000005575,22192
ENSMUSG00000005580,11515
ENSMUSG00000005583,17260
ENSMUSG00000005609,22083
ENSMUSG00000005610,13690
ENSMUSG00000005611,17540
ENSMUSG00000005615,13026
ENSMUSG00000005621,233410
ENSMUSG00000005625,19185
ENSMUSG00000005628,50874
ENSMUSG00000005640,23920
ENSMUSG00000005649,29865
ENSMUSG00000005656,72183
ENSMUSG00000005667,17768
ENSMUSG00000005672,16590
ENSMUSG00000005674,641376
ENSMUSG00000005677,12355
ENSMUSG00000005681,11807
ENSMUSG00000005682,103135
ENSMUSG00000005683,12974
ENSMUSG00000005686,11717
ENSMUSG00000005687,68183
ENSMUSG00000005696,20400
ENSMUSG00000005698,13018
ENSMUSG00000005699,56513
ENSMUSG00000005705,11604
ENSMUSG00000005716,19293
ENSMUSG00000005718,83383
ENSMUSG00000005732,19385
ENSMUSG00000005763,12503
ENSMUSG00000005774,53970
ENSMUSG00000005779,19172
ENSMUSG00000005800,17394
ENSMUSG00000005802,22785
ENSMUSG00000005803,59010
ENSMUSG00000005804,18457
ENSMUSG00000005813,75624
ENSMUSG00000005823,78308
ENSMUSG00000005824,50930
ENSMUSG00000005836,14465
ENSMUSG00000005846,66409
ENSMUSG00000005864,12789
ENSMUSG00000005871,11789
ENSMUSG00000005873,13476
ENSMUSG00000005881,66366
ENSMUSG00000005882,56046
ENSMUSG00000005883,26972
ENSMUSG00000005886,17978
ENSMUSG00000005891,19110
ENSMUSG00000005892,22044
ENSMUSG00000005893,22026
ENSMUSG00000005897,22025
ENSMUSG00000005899,77626
ENSMUSG00000005907,71382
ENSMUSG00000005917,18423
ENSMUSG00000005936,66989
ENSMUSG00000005947,16407
ENSMUSG00000005949,83429
ENSMUSG00000005950,94045
ENSMUSG00000005951,74637
ENSMUSG00000005952,193034
ENSMUSG00000005958,13845
ENSMUSG00000005968,22156
ENSMUSG00000005973,19672
ENSMUSG00000005980,13419
ENSMUSG00000005981,68015
ENSMUSG00000005982,74763
ENSMUSG00000005983,73261
ENSMUSG00000005986,68423
ENSMUSG00000005994,22178
ENSMUSG00000006005,108989
ENSMUSG00000006007,20028
